id,球员,赛季,果,比赛,首发,时间,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1,凯文-乐福,16-17,负,热火124-121骑士,1,36,44.40%,8,18,16.70%,1,6,100.00%,8,8,10,1,9,0,1,0,1,6,25
2,凯文-乐福,16-17,负,老鹰126-125骑士,1,42,28.60%,4,14,20.00%,1,5,50.00%,2,4,15,6,9,5,0,1,4,5,11
3,凯文-乐福,16-17,负,老鹰114-100骑士,1,35,35.30%,6,17,30.00%,3,10,,0,0,15,0,15,3,0,0,2,4,15
4,凯文-乐福,16-17,胜,凯尔特91-114骑士,1,32,33.30%,5,15,20.00%,1,5,100.00%,4,4,16,5,11,1,0,0,0,4,15
5,凯文-乐福,16-17,胜,魔术102-122骑士,1,28,50.00%,9,18,55.60%,5,9,83.30%,5,6,11,2,9,2,2,1,1,2,28
6,凯文-乐福,16-17,胜,步行者130-135骑士,1,37,66.70%,8,12,50.00%,3,6,50.00%,1,2,12,3,9,1,0,0,4,2,20
7,凯文-乐福,16-17,胜,76人105-122骑士,1,30,42.90%,6,14,40.00%,2,5,80.00%,4,5,10,1,9,3,3,0,3,2,18
8,凯文-乐福,16-17,负,公牛99-93骑士,1,21,30.00%,3,10,0.00%,0,1,100.00%,2,2,10,3,7,4,0,2,1,6,8
9,凯文-乐福,16-17,负,马刺103-74骑士,1,27,33.30%,4,12,16.70%,1,6,,0,0,7,2,5,4,2,0,2,2,9
10,凯文-乐福,16-17,负,奇才127-115骑士,1,33,45.50%,5,11,50.00%,3,6,100.00%,4,4,7,2,5,0,1,1,2,3,17
11,凯文-乐福,16-17,胜,黄蜂105-112骑士,1,29,50.00%,6,12,0.00%,0,3,75.00%,3,4,12,1,11,4,0,0,2,4,15
12,凯文-乐福,16-17,负,掘金126-113骑士,1,22,33.30%,3,9,42.90%,3,7,,0,0,7,1,6,1,2,1,0,1,9
13,凯文-乐福,16-17,胜,湖人120-125骑士,1,26,40.00%,6,15,42.90%,3,7,85.70%,6,7,15,4,11,0,0,0,1,2,21
14,凯文-乐福,16-17,胜,爵士83-91骑士,1,20,55.60%,5,9,0.00%,0,3,,0,0,9,2,7,0,0,0,1,0,10
15,凯文-乐福,16-17,胜,掘金109-125骑士,1,34,45.50%,5,11,60.00%,3,5,75.00%,3,4,9,3,6,5,0,0,2,0,16
16,凯文-乐福,16-17,负,雷霆118-109骑士,1,31,41.70%,5,12,0.00%,0,1,100.00%,5,5,12,1,11,0,3,0,2,0,15
17,凯文-乐福,16-17,胜,步行者117-132骑士,1,35,27.30%,3,11,14.30%,1,7,100.00%,7,7,10,0,10,2,1,1,1,2,14
18,凯文-乐福,16-17,胜,奇才135-140骑士,1,42,64.70%,11,17,60.00%,6,10,100.00%,11,11,12,4,8,3,3,0,4,3,39
19,凯文-乐福,16-17,胜,尼克斯104-111骑士,1,35,43.80%,7,16,57.10%,4,7,83.30%,5,6,16,5,11,1,1,0,5,1,23
20,凯文-乐福,16-17,胜,雷霆91-107骑士,1,12,0.00%,0,4,0.00%,0,3,50.00%,1,2,8,0,8,1,0,0,0,1,1
21,凯文-乐福,16-17,胜,篮网116-124骑士,1,28,38.50%,5,13,50.00%,3,6,,0,0,14,2,12,2,1,1,2,1,13
