id,球员,赛季,果,比赛,首发,时间,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1,托尼-帕克,13-14,负,湖人113-100马刺,1,16,50.00%,5,10,0.00%,0,1,100.00%,2,2,2,0,2,4,1,0,0,2,12
2,托尼-帕克,13-14,负,火箭104-98马刺,1,26,44.40%,4,9,,0,0,100.00%,2,2,4,0,4,1,2,0,0,0,10
3,托尼-帕克,13-14,胜,太阳104-112马刺,1,24,50.00%,9,18,,0,0,,0,0,1,0,1,3,1,0,0,0,18
4,托尼-帕克,13-14,胜,灰熊92-112马刺,1,9,100.00%,4,4,,0,0,100.00%,2,2,1,0,1,1,0,0,1,0,10
5,托尼-帕克,13-14,负,雷霆106-94马刺,1,26,30.00%,3,10,0.00%,0,1,0.00%,0,1,4,2,2,3,0,0,3,2,6
6,托尼-帕克,13-14,胜,勇士90-111马刺,1,28,53.80%,7,13,,0,0,100.00%,4,4,3,0,3,8,0,0,4,1,18
7,托尼-帕克,13-14,胜,步行者77-103马刺,1,34,55.60%,10,18,,0,0,100.00%,2,2,1,1,0,4,0,0,1,1,22
8,托尼-帕克,13-14,胜,鹈鹕80-96马刺,1,23,20.00%,1,5,,0,0,,0,0,5,0,5,3,1,0,0,2,2
9,托尼-帕克,13-14,胜,掘金102-133马刺,1,19,22.20%,2,9,,0,0,,0,0,2,1,1,2,1,0,1,1,4
10,托尼-帕克,13-14,胜,掘金103-108马刺,1,37,40.00%,4,10,,0,0,100.00%,2,2,4,0,4,6,1,0,5,2,10
11,托尼-帕克,13-14,胜,勇士90-99马刺,1,28,50.00%,8,16,0.00%,0,1,100.00%,4,4,0,0,0,5,1,0,2,0,20
12,托尼-帕克,13-14,胜,国王79-99马刺,1,28,40.00%,6,15,50.00%,1,2,100.00%,1,1,5,0,5,4,1,1,4,3,14
13,托尼-帕克,13-14,胜,湖人109-125马刺,1,33,68.80%,11,16,,0,0,75.00%,3,4,3,0,3,5,0,0,1,0,25
14,托尼-帕克,13-14,胜,爵士104-122马刺,1,26,63.60%,7,11,,0,0,100.00%,4,4,0,0,0,7,0,0,3,2,18
15,托尼-帕克,13-14,胜,湖人85-119马刺,1,14,75.00%,3,4,100.00%,1,1,,0,0,1,0,1,4,0,0,2,1,7
16,托尼-帕克,13-14,胜,开拓者90-103马刺,1,30,30.80%,4,13,,0,0,50.00%,1,2,4,1,3,5,0,0,4,1,9
17,托尼-帕克,13-14,胜,公牛96-104马刺,1,25,53.30%,8,15,,0,0,66.70%,4,6,0,0,0,9,0,1,0,3,20
18,托尼-帕克,13-14,胜,魔术112-121马刺,1,34,57.90%,11,19,50.00%,1,2,87.50%,7,8,1,0,1,5,0,0,2,3,30
19,托尼-帕克,13-14,胜,热火87-111马刺,1,31,42.90%,6,14,,0,0,83.30%,5,6,1,0,1,4,2,0,2,0,17
20,托尼-帕克,13-14,胜,骑士101-122马刺,1,22,27.30%,3,11,0.00%,0,1,50.00%,1,2,1,1,0,5,0,0,2,1,7
21,托尼-帕克,13-14,胜,小牛106-112马刺,1,32,66.70%,10,15,50.00%,1,2,100.00%,1,1,3,0,3,7,0,0,1,1,22
22,托尼-帕克,13-14,负,活塞109-100马刺,1,21,55.60%,5,9,,0,0,100.00%,1,1,1,0,1,3,0,0,1,0,11
23,托尼-帕克,13-14,胜,山猫100-104马刺,1,26,23.10%,3,13,0.00%,0,2,75.00%,3,4,3,1,2,5,1,0,1,1,9
24,托尼-帕克,13-14,胜,奇才118-125马刺,1,19,40.00%,2,5,0.00%,0,1,,0,0,0,0,0,5,0,0,4,0,4
25,托尼-帕克,13-14,胜,鹈鹕95-102马刺,1,36,50.00%,12,24,0.00%,0,3,88.90%,8,9,2,0,2,9,0,2,2,2,32
