id,球员,赛季,果,比赛,首发,时间,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1,德雷蒙德-格林,13-14,胜,掘金112-116勇士,0,3,33.30%,1,3,0.00%,0,2,,0,0,4,2,2,0,0,0,0,1,2
2,德雷蒙德-格林,13-14,胜,森林狼120-130勇士,0,38,77.80%,7,9,80.00%,4,5,100.00%,2,2,12,2,10,5,4,2,3,4,20
3,德雷蒙德-格林,13-14,负,开拓者119-117勇士,0,22,33.30%,1,3,50.00%,1,2,,0,0,4,1,3,2,1,0,2,3,3
4,德雷蒙德-格林,13-14,胜,湖人95-112勇士,1,32,50.00%,3,6,100.00%,2,2,50.00%,1,2,7,1,6,2,4,1,1,3,9
5,德雷蒙德-格林,13-14,负,掘金100-99勇士,1,24,40.00%,2,5,0.00%,0,1,,0,0,2,0,2,2,1,0,3,3,4
6,德雷蒙德-格林,13-14,胜,爵士102-130勇士,1,27,83.30%,5,6,100.00%,1,1,,0,0,4,0,4,1,1,1,2,2,11
7,德雷蒙德-格林,13-14,胜,国王69-102勇士,1,31,36.40%,4,11,33.30%,2,6,,0,0,10,3,7,4,2,2,1,4,10
8,德雷蒙德-格林,13-14,负,马刺111-90勇士,1,32,40.00%,4,10,0.00%,0,2,,0,0,8,0,8,4,0,2,1,3,8
9,德雷蒙德-格林,13-14,胜,小牛120-122勇士,1,42,44.40%,4,9,100.00%,1,1,,0,0,7,1,6,6,2,1,2,3,9
10,德雷蒙德-格林,13-14,负,尼克斯89-84勇士,0,32,40.00%,2,5,,0,0,,0,0,5,3,2,1,1,3,2,3,4
11,德雷蒙德-格林,13-14,胜,灰熊93-100勇士,0,32,45.50%,5,11,50.00%,2,4,,0,0,9,2,7,1,0,1,0,3,12
12,德雷蒙德-格林,13-14,负,马刺99-90勇士,0,22,60.00%,3,5,0.00%,0,1,100.00%,2,2,6,0,6,1,2,2,0,3,8
13,德雷蒙德-格林,13-14,胜,雄鹿110-115勇士,0,29,33.30%,2,6,0.00%,0,2,50.00%,1,2,5,3,2,3,1,1,1,5,5
14,德雷蒙德-格林,13-14,胜,魔术89-103勇士,1,36,18.20%,2,11,0.00%,0,2,100.00%,2,2,9,1,8,3,2,0,2,4,6
15,德雷蒙德-格林,13-14,胜,开拓者112-113勇士,0,24,33.30%,1,3,0.00%,0,2,75.00%,3,4,8,0,8,2,2,1,2,6,5
