id,球员,赛季,果,比赛,首发,时间,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1,勒布朗-詹姆斯,16-17,负,老鹰126-125骑士,1,47,52.40%,11,21,33.30%,1,3,90.00%,9,10,16,3,13,10,1,0,3,6,32
2,勒布朗-詹姆斯,16-17,负,老鹰114-100骑士,1,41,80.00%,12,15,50.00%,1,2,33.30%,2,6,8,1,7,7,2,0,5,0,27
3,勒布朗-詹姆斯,16-17,胜,凯尔特91-114骑士,1,39,63.60%,14,22,25.00%,1,4,100.00%,7,7,10,2,8,6,1,2,3,3,36
4,勒布朗-詹姆斯,16-17,胜,魔术102-122骑士,1,37,50.00%,7,14,0.00%,0,3,66.70%,4,6,11,1,10,11,2,1,6,2,18
5,勒布朗-詹姆斯,16-17,胜,步行者130-135骑士,1,52,55.20%,16,29,30.00%,3,10,50.00%,6,12,14,4,10,11,2,1,1,4,41
6,勒布朗-詹姆斯,16-17,胜,76人105-122骑士,1,30,63.60%,14,22,42.90%,3,7,50.00%,3,6,9,2,7,6,0,0,2,2,34
7,勒布朗-詹姆斯,16-17,负,公牛99-93骑士,1,39,55.00%,11,20,14.30%,1,7,42.90%,3,7,10,1,9,8,1,1,4,0,26
8,勒布朗-詹姆斯,16-17,负,马刺103-74骑士,1,30,41.20%,7,17,0.00%,0,3,50.00%,3,6,8,3,5,8,0,0,2,3,17
9,勒布朗-詹姆斯,16-17,负,奇才127-115骑士,1,41,47.60%,10,21,0.00%,0,4,66.70%,4,6,11,3,8,8,0,1,3,2,24
10,勒布朗-詹姆斯,16-17,胜,黄蜂105-112骑士,1,40,64.30%,9,14,0.00%,0,1,87.50%,14,16,9,0,9,11,1,2,4,2,32
11,勒布朗-詹姆斯,16-17,负,掘金126-113骑士,1,34,66.70%,8,12,0.00%,0,2,50.00%,2,4,6,2,4,5,0,0,4,1,18
12,勒布朗-詹姆斯,16-17,胜,湖人120-125骑士,1,38,59.10%,13,22,37.50%,3,8,62.50%,5,8,6,0,6,7,1,0,3,2,34
13,勒布朗-詹姆斯,16-17,胜,爵士83-91骑士,1,38,65.00%,13,20,40.00%,2,5,50.00%,5,10,10,0,10,6,2,1,6,0,33
14,勒布朗-詹姆斯,16-17,胜,活塞96-128骑士,1,28,50.00%,6,12,0.00%,0,2,80.00%,4,5,11,0,11,12,0,0,2,0,16
15,勒布朗-詹姆斯,16-17,负,火箭117-112骑士,1,40,60.00%,12,20,36.40%,4,11,66.70%,2,3,7,0,7,5,2,0,8,2,30
16,勒布朗-詹姆斯,16-17,胜,魔术104-116骑士,1,38,57.10%,8,14,40.00%,2,5,60.00%,6,10,12,0,12,12,0,1,4,3,24
17,勒布朗-詹姆斯,16-17,负,活塞106-101骑士,1,39,54.50%,12,22,0.00%,0,6,62.50%,5,8,14,4,10,10,1,0,3,1,29
18,勒布朗-詹姆斯,16-17,负,热火106-98骑士,1,39,50.00%,11,22,40.00%,2,5,60.00%,6,10,17,3,14,6,1,1,3,2,30
19,勒布朗-詹姆斯,16-17,胜,老鹰130-135骑士,1,39,51.90%,14,27,60.00%,6,10,50.00%,4,8,13,1,12,8,0,0,2,4,38
20,勒布朗-詹姆斯,16-17,负,凯尔特103-99骑士,1,40,47.60%,10,21,50.00%,3,6,62.50%,5,8,13,5,8,10,1,1,4,3,28
21,勒布朗-詹姆斯,16-17,胜,雄鹿95-102骑士,1,37,66.70%,8,12,50.00%,1,2,77.80%,7,9,10,0,10,6,0,0,3,1,24
22,勒布朗-詹姆斯,16-17,胜,尼克斯104-119骑士,1,37,63.60%,7,11,0.00%,0,2,66.70%,4,6,13,0,13,15,0,3,6,1,18
23,勒布朗-詹姆斯,16-17,胜,步行者104-113骑士,1,33,70.60%,12,17,80.00%,4,5,75.00%,3,4,5,0,5,4,1,0,4,2,31
24,勒布朗-詹姆斯,16-17,胜,森林狼108-116骑士,1,40,71.40%,10,14,66.70%,2,3,50.00%,3,6,8,1,7,14,0,0,6,3,25
25,勒布朗-詹姆斯,16-17,胜,掘金109-125骑士,1,33,68.80%,11,16,100.00%,1,1,100.00%,4,4,5,0,5,12,2,0,6,1,27
26,勒布朗-詹姆斯,16-17,负,雷霆118-109骑士,1,41,42.10%,8,19,25.00%,1,4,33.30%,1,3,5,1,4,7,2,2,3,1,18
27,勒布朗-詹姆斯,16-17,胜,步行者117-132骑士,1,38,56.30%,9,16,50.00%,1,2,75.00%,6,8,6,1,5,9,1,1,4,2,25
28,勒布朗-詹姆斯,16-17,胜,奇才135-140骑士,1,42,66.70%,12,18,75.00%,6,8,40.00%,2,5,7,0,7,17,2,2,6,6,32
29,勒布朗-詹姆斯,16-17,胜,尼克斯104-111骑士,1,40,60.00%,12,20,50.00%,4,8,80.00%,4,5,5,0,5,10,0,0,5,1,32
30,勒布朗-詹姆斯,16-17,胜,森林狼97-125骑士,1,34,78.60%,11,14,50.00%,1,2,57.10%,4,7,8,0,8,12,2,1,2,1,27
31,勒布朗-詹姆斯,16-17,负,小牛104-97骑士,1,37,47.40%,9,19,16.70%,1,6,50.00%,4,8,9,0,9,9,2,0,5,0,23
32,勒布朗-詹姆斯,16-17,胜,雷霆91-107骑士,1,37,50.00%,9,18,0.00%,0,2,70.00%,7,10,14,1,13,8,1,0,2,1,25
33,勒布朗-詹姆斯,16-17,胜,篮网116-124骑士,1,34,72.20%,13,18,33.30%,1,3,57.10%,4,7,5,0,5,11,0,0,5,1,31
34,勒布朗-詹姆斯,16-17,负,国王116-112骑士,1,45,53.30%,8,15,0.00%,0,3,72.70%,8,11,13,4,9,11,2,1,5,3,24
35,勒布朗-詹姆斯,16-17,负,鹈鹕124-122骑士,1,44,52.40%,11,21,25.00%,1,4,75.00%,3,4,10,2,8,12,2,0,6,2,26
36,勒布朗-詹姆斯,16-17,负,马刺118-115骑士,1,45,68.80%,11,16,40.00%,2,5,71.40%,5,7,6,0,6,7,2,0,7,5,29
37,勒布朗-詹姆斯,16-17,胜,太阳103-118骑士,1,39,66.70%,8,12,0.00%,0,2,62.50%,5,8,9,0,9,15,1,2,4,2,21
38,勒布朗-詹姆斯,16-17,负,勇士126-91骑士,1,35,33.30%,6,18,25.00%,1,4,70.00%,7,10,8,2,6,2,1,0,6,1,20
39,勒布朗-詹姆斯,16-17,胜,国王108-120骑士,1,42,50.00%,6,12,25.00%,1,4,100.00%,3,3,2,0,2,15,1,1,5,2,16
40,勒布朗-詹姆斯,16-17,负,开拓者102-86骑士,1,31,41.70%,5,12,40.00%,2,5,88.90%,8,9,11,1,10,4,1,1,5,1,20
41,勒布朗-詹姆斯,16-17,负,爵士100-92骑士,1,37,50.00%,10,20,50.00%,3,6,85.70%,6,7,6,1,5,5,4,0,4,0,29
42,勒布朗-詹姆斯,16-17,胜,太阳116-120骑士,1,40,64.70%,11,17,50.00%,2,4,66.70%,4,6,8,3,5,4,1,0,7,3,28
43,勒布朗-詹姆斯,16-17,胜,篮网108-116骑士,1,35,70.00%,14,20,0.00%,0,1,80.00%,8,10,9,0,9,6,3,0,5,2,36
44,勒布朗-詹姆斯,16-17,负,公牛106-94骑士,1,37,57.10%,12,21,50.00%,1,2,66.70%,6,9,8,2,6,7,1,0,5,2,31
45,勒布朗-詹姆斯,16-17,胜,鹈鹕82-90骑士,1,39,42.90%,9,21,0.00%,0,4,80.00%,8,10,7,2,5,6,2,1,4,1,26
46,勒布朗-詹姆斯,16-17,胜,黄蜂109-121骑士,1,36,48.00%,12,25,50.00%,4,8,66.70%,4,6,6,2,4,9,1,0,1,1,32
47,勒布朗-詹姆斯,16-17,胜,凯尔特118-124骑士,1,44,50.00%,9,18,33.30%,2,6,42.90%,3,7,8,2,6,11,1,3,8,2,23
48,勒布朗-詹姆斯,16-17,胜,勇士108-109骑士,1,40,54.50%,12,22,50.00%,4,8,42.90%,3,7,13,5,8,4,2,1,5,2,31
49,勒布朗-詹姆斯,16-17,胜,篮网99-119骑士,1,27,43.80%,7,16,0.00%,0,3,83.30%,5,6,4,1,3,6,3,0,1,0,19
50,勒布朗-詹姆斯,16-17,胜,雄鹿102-113骑士,1,34,50.00%,12,24,57.10%,4,7,100.00%,1,1,9,1,8,6,0,0,2,0,29
51,勒布朗-詹姆斯,16-17,胜,雄鹿108-114骑士,1,47,48.00%,12,25,55.60%,5,9,83.30%,5,6,12,3,9,7,1,1,2,2,34
52,勒布朗-詹姆斯,16-17,胜,湖人108-119骑士,1,39,50.00%,9,18,40.00%,2,5,54.50%,6,11,7,1,6,9,2,2,2,1,26
53,勒布朗-詹姆斯,16-17,胜,灰熊86-103骑士,1,36,52.90%,9,17,0.00%,0,4,62.50%,5,8,6,1,5,8,3,0,6,1,23
54,勒布朗-詹姆斯,16-17,胜,黄蜂105-116骑士,1,42,70.80%,17,24,50.00%,5,10,55.60%,5,9,9,1,8,10,3,1,5,3,44
55,勒布朗-詹姆斯,16-17,胜,热火84-114骑士,1,37,54.50%,12,22,33.30%,1,3,50.00%,2,4,8,2,6,8,3,0,3,2,27
56,勒布朗-詹姆斯,16-17,胜,尼克斯94-126骑士,1,32,70.00%,7,10,50.00%,1,2,71.40%,10,14,6,2,4,7,1,2,4,2,25
57,勒布朗-詹姆斯,16-17,胜,猛龙112-116骑士,1,42,46.20%,12,26,28.60%,2,7,88.90%,8,9,8,3,5,7,2,0,1,2,34
58,勒布朗-詹姆斯,16-17,负,公牛111-105骑士,1,45,59.10%,13,22,33.30%,1,3,,0,0,5,0,5,13,0,0,8,2,27
59,勒布朗-詹姆斯,16-17,负,快船113-94骑士,1,34,35.70%,5,14,0.00%,0,2,54.50%,6,11,5,1,4,5,2,0,5,2,16
60,勒布朗-詹姆斯,16-17,负,雄鹿118-101骑士,1,33,50.00%,8,16,37.50%,3,8,42.90%,3,7,4,0,4,4,0,0,7,3,22
61,勒布朗-詹姆斯,16-17,胜,76人108-112骑士,1,42,47.40%,9,19,25.00%,1,4,77.80%,7,9,10,2,8,13,1,0,5,0,26
62,勒布朗-詹姆斯,16-17,胜,小牛90-128骑士,1,29,46.20%,6,13,40.00%,2,5,100.00%,5,5,5,0,5,11,1,0,4,1,19
63,勒布朗-詹姆斯,16-17,胜,开拓者125-137骑士,1,38,52.40%,11,21,66.70%,2,3,87.50%,7,8,10,1,9,13,3,0,3,0,31
64,勒布朗-詹姆斯,16-17,胜,活塞81-104骑士,1,28,64.30%,9,14,33.30%,1,3,66.70%,2,3,3,0,3,3,0,1,2,1,21
65,勒布朗-詹姆斯,16-17,胜,猛龙117-121骑士,1,38,66.70%,10,15,40.00%,2,5,60.00%,6,10,9,0,9,15,1,0,5,2,28
66,勒布朗-詹姆斯,16-17,胜,黄蜂93-100骑士,1,39,38.10%,8,21,40.00%,2,5,50.00%,1,2,8,0,8,8,1,1,3,0,19
67,勒布朗-詹姆斯,16-17,胜,奇才94-105骑士,1,38,50.00%,9,18,75.00%,3,4,66.70%,6,9,10,0,10,5,2,2,6,1,27
68,勒布朗-詹姆斯,16-17,负,老鹰110-106骑士,1,37,47.10%,8,17,40.00%,2,5,100.00%,5,5,9,2,7,5,3,0,1,3,23
69,勒布朗-詹姆斯,16-17,胜,76人101-102骑士,1,36,39.10%,9,23,20.00%,1,5,85.70%,6,7,8,1,7,14,2,1,5,1,25
70,勒布朗-詹姆斯,16-17,胜,凯尔特122-128骑士,1,36,54.50%,12,22,25.00%,1,4,100.00%,5,5,7,1,6,12,1,0,2,2,30
71,勒布朗-詹姆斯,16-17,胜,火箭120-128骑士,1,36,50.00%,6,12,33.30%,1,3,60.00%,6,10,13,3,10,8,0,0,4,4,19
72,勒布朗-詹姆斯,16-17,胜,魔术99-105骑士,1,39,43.80%,7,16,33.30%,2,6,63.60%,7,11,6,1,5,9,1,1,2,2,23
73,勒布朗-詹姆斯,16-17,胜,猛龙91-94骑士,1,39,43.80%,7,16,33.30%,2,6,71.40%,5,7,8,2,6,7,0,0,5,2,21
74,勒布朗-詹姆斯,16-17,胜,尼克斯88-117骑士,1,32,64.30%,9,14,0.00%,0,3,50.00%,1,2,11,3,8,14,0,1,4,3,19
