id,球员,赛季,果,比赛,首发,时间,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1,安德鲁-拜纳姆,08-09,胜,爵士112-125湖人,1,30,61.50%,8,13,,0,0,85.70%,6,7,4,2,2,3,0,3,4,5,22
2,安德鲁-拜纳姆,08-09,胜,灰熊75-92湖人,1,25,60.00%,6,10,,0,0,100.00%,6,6,5,1,4,0,0,1,2,4,18
3,安德鲁-拜纳姆,08-09,负,开拓者106-98湖人,1,31,46.20%,6,13,,0,0,33.30%,1,3,6,3,3,0,0,0,1,3,13
4,安德鲁-拜纳姆,08-09,胜,掘金102-116湖人,1,21,63.60%,7,11,,0,0,50.00%,2,4,7,4,3,1,0,0,1,5,16
5,安德鲁-拜纳姆,08-09,胜,灰熊98-115湖人,1,5,66.70%,2,3,,0,0,100.00%,3,3,0,0,0,0,0,1,0,0,7
6,安德鲁-拜纳姆,08-09,胜,森林狼119-132湖人,1,30,66.70%,10,15,,0,0,87.50%,7,8,15,7,8,1,0,2,2,4,27
7,安德鲁-拜纳姆,08-09,负,山猫117-110湖人,1,41,71.40%,10,14,,0,0,80.00%,4,5,14,2,12,1,0,6,4,2,24
8,安德鲁-拜纳姆,08-09,胜,马刺85-99湖人,1,24,40.00%,4,10,,0,0,87.50%,7,8,11,4,7,1,1,4,2,2,15
9,安德鲁-拜纳姆,08-09,胜,奇才97-117湖人,1,28,66.70%,8,12,,0,0,87.50%,7,8,14,4,10,2,0,1,2,1,23
10,安德鲁-拜纳姆,08-09,胜,快船97-108湖人,1,36,70.80%,17,24,,0,0,72.70%,8,11,15,8,7,0,0,3,2,2,42
11,安德鲁-拜纳姆,08-09,胜,骑士88-105湖人,1,29,60.00%,6,10,,0,0,33.30%,2,6,6,1,5,2,0,2,2,5,14
12,安德鲁-拜纳姆,08-09,负,魔术109-103湖人,1,33,46.20%,6,13,,0,0,100.00%,2,2,3,2,1,0,0,2,1,4,14
13,安德鲁-拜纳姆,08-09,负,马刺112-111湖人,1,35,60.00%,9,15,,0,0,,0,0,3,1,2,0,1,1,0,2,18
14,安德鲁-拜纳姆,08-09,胜,火箭100-105湖人,1,27,41.70%,5,12,,0,0,50.00%,1,2,1,0,1,3,0,0,1,5,11
15,安德鲁-拜纳姆,08-09,胜,热火105-108湖人,1,37,61.50%,8,13,,0,0,80.00%,8,10,6,2,4,2,0,1,2,3,24
16,安德鲁-拜纳姆,08-09,胜,步行者119-121湖人,1,31,80.00%,8,10,,0,0,57.10%,4,7,5,0,5,1,0,1,2,3,20
17,安德鲁-拜纳姆,08-09,胜,勇士106-114湖人,1,30,58.30%,7,12,,0,0,80.00%,4,5,11,4,7,0,0,2,1,2,18
18,安德鲁-拜纳姆,08-09,负,黄蜂116-105湖人,1,35,28.60%,2,7,,0,0,75.00%,3,4,8,2,6,1,0,1,2,4,7
19,安德鲁-拜纳姆,08-09,胜,开拓者86-100湖人,1,35,25.00%,1,4,,0,0,100.00%,2,2,10,2,8,3,0,1,1,4,4
20,安德鲁-拜纳姆,08-09,胜,爵士100-113湖人,1,25,50.00%,3,6,,0,0,33.30%,2,6,2,0,2,0,0,3,1,4,8
21,安德鲁-拜纳姆,08-09,胜,勇士113-130湖人,1,25,50.00%,6,12,,0,0,100.00%,1,1,10,4,6,3,2,1,1,1,13
22,安德鲁-拜纳姆,08-09,胜,凯尔特83-92湖人,1,36,57.10%,4,7,,0,0,50.00%,1,2,7,1,6,0,0,2,1,2,9
23,安德鲁-拜纳姆,08-09,胜,黄蜂87-100湖人,1,28,40.00%,6,15,,0,0,100.00%,1,1,7,5,2,0,0,3,1,4,13
24,安德鲁-拜纳姆,08-09,胜,灰熊96-105湖人,1,21,75.00%,6,8,,0,0,50.00%,1,2,4,0,4,0,1,1,2,4,13
25,安德鲁-拜纳姆,08-09,负,魔术106-103湖人,1,12,25.00%,1,4,,0,0,100.00%,1,1,1,1,0,0,0,0,2,5,3
26,安德鲁-拜纳姆,08-09,负,热火89-87湖人,1,27,50.00%,2,4,,0,0,0.00%,0,1,6,2,4,1,1,0,2,4,4
27,安德鲁-拜纳姆,08-09,胜,尼克斯114-116湖人,1,32,50.00%,6,12,,0,0,50.00%,1,2,11,4,7,2,0,4,2,2,13
