id,球员,赛季,果,比赛,首发,时间,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1,保罗-皮尔斯,09-10,负,公牛101-93凯尔特,1,33,70.60%,12,17,0.00%,0,1,100.00%,4,4,2,0,2,2,0,0,0,3,28
2,保罗-皮尔斯,09-10,胜,雄鹿90-105凯尔特,1,37,58.80%,10,17,,0,0,100.00%,4,4,6,1,5,0,0,2,1,3,24
3,保罗-皮尔斯,09-10,负,奇才106-96凯尔特,1,31,33.30%,4,12,33.30%,1,3,,0,0,7,1,6,2,0,0,3,1,9
4,保罗-皮尔斯,09-10,胜,猛龙104-115凯尔特,1,30,45.50%,5,11,33.30%,1,3,81.80%,9,11,1,0,1,5,2,0,1,3,20
5,保罗-皮尔斯,09-10,负,尼克斯104-101凯尔特,1,31,40.00%,4,10,0.00%,0,3,83.30%,5,6,6,0,6,3,0,0,4,3,13
6,保罗-皮尔斯,09-10,胜,骑士113-117凯尔特,1,34,30.80%,4,13,33.30%,1,3,87.50%,7,8,5,0,5,5,0,0,1,5,16
7,保罗-皮尔斯,09-10,负,火箭119-114凯尔特,1,40,64.30%,9,14,60.00%,3,5,60.00%,6,10,4,1,3,2,1,0,0,0,27
8,保罗-皮尔斯,09-10,负,雷霆109-104凯尔特,1,37,50.00%,5,10,33.30%,1,3,80.00%,4,5,6,1,5,6,2,1,2,5,15
9,保罗-皮尔斯,09-10,负,马刺94-73凯尔特,1,36,36.40%,4,11,0.00%,0,3,90.90%,10,11,3,0,3,5,1,1,2,2,18
10,保罗-皮尔斯,09-10,胜,国王86-94凯尔特,1,33,37.50%,6,16,0.00%,0,2,83.30%,10,12,8,5,3,0,2,0,1,2,22
11,保罗-皮尔斯,09-10,胜,掘金99-113凯尔特,1,33,62.50%,10,16,0.00%,0,3,100.00%,7,7,7,1,6,2,2,1,1,5,27
12,保罗-皮尔斯,09-10,负,爵士110-97凯尔特,1,30,23.10%,3,13,0.00%,0,2,83.30%,5,6,6,1,5,2,1,0,1,3,11
13,保罗-皮尔斯,09-10,胜,小牛93-102凯尔特,1,36,58.80%,10,17,20.00%,1,5,80.00%,8,10,3,0,3,5,2,0,2,1,29
