id,球员,赛季,果,比赛,首发,时间,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1,布雷克-格里芬,11-12,负,尼克斯99-93快船,1,41,78.60%,11,14,0.00%,0,1,50.00%,7,14,10,3,7,6,2,0,1,4,29
2,布雷克-格里芬,11-12,负,老鹰109-102快船,1,38,73.90%,17,23,,0,0,50.00%,2,4,8,5,3,3,0,1,4,5,36
3,布雷克-格里芬,11-12,胜,黄蜂98-107快船,1,38,70.00%,7,10,,0,0,77.80%,7,9,15,6,9,2,1,0,1,3,21
4,布雷克-格里芬,11-12,负,太阳93-90快船,1,37,41.20%,7,17,0.00%,0,1,50.00%,2,4,11,5,6,1,0,1,2,2,16
5,布雷克-格里芬,11-12,胜,掘金98-104快船,1,30,41.70%,5,12,,0,0,33.30%,2,6,7,4,3,5,2,0,4,5,12
6,布雷克-格里芬,11-12,胜,雷霆77-92快船,1,35,46.70%,7,15,,0,0,60.00%,3,5,11,2,9,6,0,4,4,4,17
7,布雷克-格里芬,11-12,胜,勇士104-112快船,1,34,64.30%,9,14,0.00%,0,1,25.00%,2,8,9,3,6,3,1,1,1,2,20
8,布雷克-格里芬,11-12,胜,森林狼82-95快船,1,36,56.30%,9,16,,0,0,20.00%,1,5,13,8,5,5,1,1,0,4,19
9,布雷克-格里芬,11-12,胜,雷霆98-100快船,1,35,40.00%,6,15,,0,0,80.00%,4,5,12,3,9,7,1,1,2,2,16
10,布雷克-格里芬,11-12,负,灰熊94-85快船,1,37,64.30%,9,14,0.00%,0,1,33.30%,1,3,6,1,5,3,1,0,2,3,19
11,布雷克-格里芬,11-12,胜,国王94-109快船,1,35,80.00%,12,15,0.00%,0,1,33.30%,3,9,14,2,12,4,2,0,3,3,27
12,布雷克-格里芬,11-12,胜,国王85-93快船,1,38,63.60%,7,11,,0,0,0.00%,0,4,9,3,6,3,0,1,1,3,14
13,布雷克-格里芬,11-12,负,湖人113-108快船,1,36,43.80%,7,16,,0,0,33.30%,1,3,14,7,7,1,0,0,1,3,15
14,布雷克-格里芬,11-12,胜,小牛75-94快船,1,33,63.60%,7,11,,0,0,20.00%,1,5,16,3,13,1,0,1,1,3,15
15,布雷克-格里芬,11-12,胜,爵士96-105快船,1,37,62.50%,10,16,,0,0,50.00%,4,8,8,0,8,6,1,1,5,2,24
16,布雷克-格里芬,11-12,胜,开拓者97-98快船,1,40,57.10%,8,14,,0,0,50.00%,4,8,13,3,10,3,0,0,1,4,20
17,布雷克-格里芬,11-12,胜,太阳86-103快船,1,34,68.40%,13,19,0.00%,0,1,33.30%,1,3,14,4,10,5,1,1,4,4,27
18,布雷克-格里芬,11-12,胜,黄蜂85-97快船,1,33,80.00%,8,10,,0,0,44.40%,4,9,7,2,5,5,2,0,0,4,20
19,布雷克-格里芬,11-12,胜,灰熊85-101快船,1,34,66.70%,6,9,,0,0,66.70%,8,12,10,3,7,5,1,1,3,2,20
20,布雷克-格里芬,11-12,负,黄蜂97-90快船,1,36,36.80%,7,19,,0,0,53.80%,7,13,11,6,5,2,2,0,2,4,21
21,布雷克-格里芬,11-12,负,雷霆114-91快船,1,33,27.30%,3,11,,0,0,50.00%,1,2,7,1,6,3,1,0,0,4,7
22,布雷克-格里芬,11-12,负,步行者102-89快船,1,35,55.60%,10,18,100.00%,1,1,28.60%,2,7,10,4,6,1,0,0,1,3,23
23,布雷克-格里芬,11-12,胜,活塞83-87快船,1,39,53.80%,7,13,0.00%,0,1,42.90%,3,7,11,2,9,1,1,1,3,5,17
24,布雷克-格里芬,11-12,胜,火箭91-95快船,1,31,53.80%,7,13,,0,0,66.70%,4,6,8,3,5,4,2,0,0,6,18
25,布雷克-格里芬,11-12,负,太阳91-87快船,1,34,66.70%,12,18,0.00%,0,1,25.00%,1,4,8,1,7,4,0,1,3,3,25
26,布雷克-格里芬,11-12,胜,老鹰82-96快船,1,33,55.60%,5,9,,0,0,50.00%,2,4,10,2,8,4,0,0,3,3,12
27,布雷克-格里芬,11-12,负,凯尔特94-85快船,1,35,60.00%,9,15,0.00%,0,1,75.00%,6,8,9,3,6,4,0,1,2,4,24
28,布雷克-格里芬,11-12,负,勇士97-93快船,1,38,52.60%,10,19,0.00%,0,1,46.70%,7,15,12,5,7,3,0,2,3,3,27
29,布雷克-格里芬,11-12,胜,马刺108-120快船,1,35,50.00%,7,14,,0,0,33.30%,1,3,9,3,6,2,0,0,3,4,15
30,布雷克-格里芬,11-12,负,篮网101-100快船,1,39,60.00%,9,15,,0,0,58.80%,10,17,17,6,11,2,2,1,2,2,28
31,布雷克-格里芬,11-12,负,森林狼95-94快船,1,38,55.60%,10,18,,0,0,46.20%,6,13,12,6,6,3,0,1,2,4,26
32,布雷克-格里芬,11-12,胜,火箭103-105快船,1,38,35.70%,5,14,,0,0,57.10%,4,7,11,4,7,3,2,1,4,1,14
33,布雷克-格里芬,11-12,负,太阳81-78快船,1,37,31.60%,6,19,,0,0,100.00%,5,5,7,0,7,1,1,2,0,3,17
34,布雷克-格里芬,11-12,胜,国王100-108快船,1,30,58.30%,7,12,,0,0,,0,0,9,2,7,3,1,0,2,0,14
35,布雷克-格里芬,11-12,负,森林狼109-97快船,1,37,52.60%,10,19,0.00%,0,1,71.40%,10,14,7,1,6,4,1,0,3,2,30
36,布雷克-格里芬,11-12,胜,掘金95-103快船,1,37,61.10%,11,18,0.00%,0,1,50.00%,5,10,12,3,9,5,1,0,0,4,27
37,布雷克-格里芬,11-12,负,勇士104-97快船,1,29,70.00%,7,10,0.00%,0,1,70.00%,7,10,9,2,7,2,0,0,2,5,21
38,布雷克-格里芬,11-12,负,马刺103-100快船,1,43,50.00%,9,18,,0,0,66.70%,4,6,20,7,13,2,0,0,1,6,22
39,布雷克-格里芬,11-12,胜,开拓者71-74快船,1,37,60.00%,9,15,,0,0,75.00%,3,4,14,4,10,1,0,1,3,5,21
40,布雷克-格里芬,11-12,胜,奇才84-102快船,1,34,52.60%,10,19,,0,0,60.00%,3,5,15,8,7,3,1,0,1,3,23
41,布雷克-格里芬,11-12,负,小牛96-92快船,1,40,52.90%,9,17,,0,0,22.20%,2,9,7,1,6,2,0,0,4,3,20
42,布雷克-格里芬,11-12,胜,山猫86-111快船,1,31,50.00%,7,14,,0,0,87.50%,7,8,10,2,8,3,0,1,2,0,21
