id,球员,赛季,果,比赛,首发,时间,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1,雷-阿伦,10-11,负,热火100-77凯尔特,1,38,44.40%,4,9,40.00%,2,5,100.00%,3,3,2,0,2,3,1,1,2,1,13
2,雷-阿伦,10-11,胜,奇才88-104凯尔特,1,37,50.00%,5,10,16.70%,1,6,66.70%,2,3,2,1,1,3,1,1,2,2,13
3,雷-阿伦,10-11,负,公牛97-81凯尔特,1,38,27.30%,3,11,0.00%,0,3,100.00%,1,1,6,1,5,2,0,0,0,2,7
4,雷-阿伦,10-11,胜,76人82-99凯尔特,1,35,71.40%,5,7,100.00%,1,1,50.00%,2,4,4,1,3,3,1,1,4,2,13
5,雷-阿伦,10-11,胜,活塞90-101凯尔特,1,32,83.30%,5,6,50.00%,1,2,100.00%,2,2,3,1,2,5,0,0,2,1,13
6,雷-阿伦,10-11,负,老鹰88-83凯尔特,1,37,44.40%,4,9,66.70%,2,3,100.00%,1,1,0,0,0,3,1,1,1,3,11
7,雷-阿伦,10-11,胜,马刺97-107凯尔特,1,41,27.30%,3,11,25.00%,1,4,100.00%,6,6,0,0,0,3,1,1,4,1,13
8,雷-阿伦,10-11,负,步行者107-100凯尔特,1,36,50.00%,4,8,33.30%,1,3,66.70%,2,3,2,0,2,5,1,0,1,2,11
9,雷-阿伦,10-11,胜,森林狼82-85凯尔特,1,36,40.00%,4,10,25.00%,1,4,100.00%,2,2,2,0,2,2,0,0,0,2,11
10,雷-阿伦,10-11,负,山猫83-81凯尔特,1,39,22.20%,2,9,28.60%,2,7,100.00%,8,8,5,1,4,1,1,0,2,2,14
11,雷-阿伦,10-11,负,灰熊90-87凯尔特,1,37,40.00%,4,10,42.90%,3,7,100.00%,3,3,3,0,3,3,0,0,1,1,14
12,雷-阿伦,10-11,胜,尼克斯86-96凯尔特,1,37,31.30%,5,16,0.00%,0,4,100.00%,5,5,8,2,6,0,1,0,1,3,15
13,雷-阿伦,10-11,胜,黄蜂85-89凯尔特,1,44,53.80%,7,13,50.00%,2,4,100.00%,4,4,4,2,2,2,3,0,1,2,20
14,雷-阿伦,10-11,负,火箭93-77凯尔特,1,26,50.00%,3,6,0.00%,0,1,100.00%,2,2,3,0,3,2,2,0,0,3,8
15,雷-阿伦,10-11,胜,步行者80-92凯尔特,1,27,40.00%,4,10,50.00%,2,4,100.00%,2,2,3,0,3,0,0,0,2,0,12
16,雷-阿伦,10-11,负,篮网88-79凯尔特,1,34,57.10%,8,14,33.30%,2,6,100.00%,1,1,3,0,3,4,1,0,0,1,19
17,雷-阿伦,10-11,胜,雄鹿56-87凯尔特,1,30,60.00%,6,10,100.00%,2,2,100.00%,3,3,1,0,1,3,3,1,0,2,17
18,雷-阿伦,10-11,负,76人89-86凯尔特,1,39,18.20%,2,11,33.30%,1,3,,0,0,4,0,4,4,1,1,1,0,5
