id,球员,赛季,果,比赛,首发,时间,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1,蒂姆-邓肯,13-14,负,火箭104-98马刺,1,30,40.00%,4,10,,0,0,100.00%,4,4,9,5,4,2,0,0,2,0,12
2,蒂姆-邓肯,13-14,胜,小牛100-109马刺,1,39,58.30%,7,12,,0,0,66.70%,6,9,15,4,11,2,1,1,3,3,20
3,蒂姆-邓肯,13-14,负,森林狼110-91马刺,1,20,36.40%,4,11,,0,0,50.00%,2,4,6,3,3,1,0,4,3,2,10
4,蒂姆-邓肯,13-14,胜,灰熊92-112马刺,1,28,50.00%,5,10,,0,0,100.00%,3,3,5,1,4,1,2,1,2,2,13
5,蒂姆-邓肯,13-14,负,雷霆106-94马刺,1,28,33.30%,5,15,,0,0,87.50%,7,8,8,2,6,1,0,2,0,2,17
6,蒂姆-邓肯,13-14,胜,勇士90-111马刺,1,20,63.60%,7,11,,0,0,50.00%,1,2,8,3,5,0,0,0,1,2,15
7,蒂姆-邓肯,13-14,胜,步行者77-103马刺,1,31,30.00%,3,10,,0,0,75.00%,3,4,6,2,4,4,1,3,3,3,9
8,蒂姆-邓肯,13-14,胜,鹈鹕80-96马刺,1,25,55.60%,5,9,,0,0,40.00%,2,5,8,2,6,6,0,4,3,0,12
9,蒂姆-邓肯,13-14,胜,掘金102-133马刺,1,22,60.00%,9,15,0.00%,0,1,66.70%,2,3,8,1,7,4,1,2,0,2,20
10,蒂姆-邓肯,13-14,胜,掘金103-108马刺,1,36,60.00%,12,20,,0,0,83.30%,5,6,13,2,11,5,2,2,5,2,29
11,蒂姆-邓肯,13-14,胜,76人91-113马刺,1,23,75.00%,9,12,,0,0,50.00%,1,2,5,2,3,2,1,0,2,2,19
12,蒂姆-邓肯,13-14,胜,国王79-99马刺,1,34,25.00%,3,12,,0,0,66.70%,4,6,9,3,6,6,0,2,0,2,10
13,蒂姆-邓肯,13-14,胜,湖人109-125马刺,1,32,50.00%,5,10,,0,0,100.00%,2,2,16,5,11,6,3,0,4,4,12
14,蒂姆-邓肯,13-14,胜,爵士104-122马刺,1,30,70.00%,7,10,,0,0,100.00%,2,2,6,1,5,6,1,2,2,1,16
15,蒂姆-邓肯,13-14,胜,湖人85-119马刺,1,15,40.00%,4,10,,0,0,100.00%,1,1,8,0,8,2,0,3,1,1,9
16,蒂姆-邓肯,13-14,胜,开拓者90-103马刺,1,26,55.60%,5,9,,0,0,,0,0,11,2,9,2,0,0,0,1,10
17,蒂姆-邓肯,13-14,胜,公牛96-104马刺,1,27,22.20%,2,9,,0,0,,0,0,9,2,7,5,1,0,0,1,4
18,蒂姆-邓肯,13-14,胜,魔术112-121马刺,1,29,30.80%,4,13,,0,0,60.00%,3,5,10,1,9,2,1,3,1,2,11
19,蒂姆-邓肯,13-14,胜,热火87-111马刺,1,33,69.20%,9,13,,0,0,100.00%,5,5,11,2,9,2,0,1,3,4,23
20,蒂姆-邓肯,13-14,胜,骑士101-122马刺,1,26,40.00%,2,5,,0,0,75.00%,3,4,8,0,8,4,0,3,0,1,7
21,蒂姆-邓肯,13-14,胜,小牛106-112马刺,1,35,45.50%,5,11,,0,0,77.80%,7,9,9,2,7,2,0,2,4,3,17
22,蒂姆-邓肯,13-14,胜,山猫82-92马刺,1,33,50.00%,6,12,,0,0,100.00%,5,5,16,2,14,6,1,1,4,2,17
23,蒂姆-邓肯,13-14,胜,活塞110-120马刺,1,27,41.70%,5,12,,0,0,100.00%,3,3,9,2,7,1,2,1,2,3,13
24,蒂姆-邓肯,13-14,负,太阳106-85马刺,1,21,40.00%,4,10,0.00%,0,1,100.00%,5,5,5,0,5,0,1,0,2,1,13
25,蒂姆-邓肯,13-14,胜,快船103-113马刺,1,38,42.10%,8,19,,0,0,75.00%,3,4,13,4,9,7,0,1,4,5,19
26,蒂姆-邓肯,13-14,胜,凯尔特92-104马刺,1,35,60.00%,9,15,,0,0,87.50%,7,8,9,1,8,2,0,1,3,2,25
27,蒂姆-邓肯,13-14,负,活塞109-100马刺,1,22,62.50%,5,8,,0,0,50.00%,1,2,8,0,8,4,0,1,6,0,11
28,蒂姆-邓肯,13-14,胜,黄蜂100-104马刺,1,32,46.20%,6,13,,0,0,66.70%,4,6,12,2,10,0,0,2,5,4,16
29,蒂姆-邓肯,13-14,胜,奇才118-125马刺,1,40,65.00%,13,20,,0,0,71.40%,5,7,11,2,9,5,2,3,3,6,31
30,蒂姆-邓肯,13-14,胜,鹈鹕95-102马刺,1,29,50.00%,10,20,,0,0,33.30%,1,3,7,2,5,2,1,6,4,2,21
31,蒂姆-邓肯,13-14,胜,国王93-95马刺,1,33,61.50%,8,13,,0,0,58.30%,7,12,17,4,13,5,0,2,1,0,23
32,蒂姆-邓肯,13-14,负,公牛96-86马刺,1,35,50.00%,7,14,,0,0,75.00%,3,4,12,3,9,1,1,1,4,1,17
33,蒂姆-邓肯,13-14,负,火箭97-90马刺,1,30,60.00%,6,10,,0,0,0.00%,0,2,14,6,8,2,1,4,3,5,12
34,蒂姆-邓肯,13-14,负,热火113-101马刺,1,24,69.20%,9,13,0.00%,0,1,100.00%,5,5,3,1,2,0,2,1,1,3,23
35,蒂姆-邓肯,13-14,胜,老鹰79-105马刺,1,27,50.00%,7,14,,0,0,50.00%,3,6,16,4,12,2,0,4,3,1,17
36,蒂姆-邓肯,13-14,负,雷霆111-105马刺,1,33,60.00%,6,10,,0,0,33.30%,2,6,13,3,10,3,2,1,2,0,14
37,蒂姆-邓肯,13-14,胜,雄鹿82-110马刺,1,28,57.10%,4,7,,0,0,42.90%,3,7,13,1,12,2,0,3,0,1,11
38,蒂姆-邓肯,13-14,负,开拓者109-100马刺,1,36,37.50%,6,16,,0,0,33.30%,1,3,7,1,6,3,0,2,3,2,13
39,蒂姆-邓肯,13-14,胜,爵士105-109马刺,1,24,70.00%,7,10,,0,0,100.00%,1,1,8,0,8,4,0,3,1,1,15
40,蒂姆-邓肯,13-14,胜,鹈鹕95-101马刺,1,26,50.00%,7,14,,0,0,57.10%,4,7,9,2,7,2,0,0,3,6,18
41,蒂姆-邓肯,13-14,胜,森林狼86-104马刺,1,28,55.60%,5,9,,0,0,83.30%,5,6,8,0,8,5,0,4,3,0,15
42,蒂姆-邓肯,13-14,胜,小牛90-112马刺,1,29,62.50%,5,8,,0,0,100.00%,6,6,13,3,10,1,0,2,4,0,16
43,蒂姆-邓肯,13-14,胜,灰熊108-110马刺,1,38,56.30%,9,16,,0,0,75.00%,6,8,17,2,15,4,1,2,5,2,24
44,蒂姆-邓肯,13-14,胜,快船92-116马刺,1,32,50.00%,9,18,,0,0,100.00%,1,1,11,3,8,4,1,1,0,1,19
45,蒂姆-邓肯,13-14,负,尼克斯105-101马刺,1,32,37.50%,3,8,,0,0,75.00%,3,4,7,1,6,2,0,2,1,0,9
46,蒂姆-邓肯,13-14,胜,篮网92-113马刺,1,24,63.60%,7,11,,0,0,50.00%,1,2,5,0,5,1,1,0,1,0,15
47,蒂姆-邓肯,13-14,胜,国王104-112马刺,1,33,47.10%,8,17,,0,0,100.00%,1,1,13,3,10,2,0,2,2,2,17
48,蒂姆-邓肯,13-14,胜,小牛107-116马刺,1,32,43.80%,7,16,,0,0,87.50%,7,8,13,2,11,3,0,2,3,2,21
49,蒂姆-邓肯,13-14,负,火箭111-98马刺,1,34,33.30%,4,12,,0,0,50.00%,3,6,14,4,10,5,1,6,0,4,11
50,蒂姆-邓肯,13-14,胜,猛龙99-112马刺,1,28,26.70%,4,15,,0,0,50.00%,1,2,12,3,9,4,0,4,0,3,9
51,蒂姆-邓肯,13-14,负,雷霆113-100马刺,1,35,50.00%,7,14,,0,0,75.00%,3,4,10,3,7,1,1,2,2,0,17
52,蒂姆-邓肯,13-14,胜,太阳101-108马刺,1,31,46.20%,6,13,,0,0,100.00%,5,5,13,6,7,2,2,3,5,1,17
53,蒂姆-邓肯,13-14,负,快船115-92马刺,1,32,41.70%,5,12,,0,0,87.50%,7,8,11,2,9,5,1,1,2,4,17
54,蒂姆-邓肯,13-14,胜,爵士84-100马刺,1,29,52.90%,9,17,,0,0,66.70%,4,6,12,2,10,3,0,0,2,2,22
55,蒂姆-邓肯,13-14,胜,森林狼110-117马刺,1,35,45.50%,5,11,,0,0,100.00%,2,2,14,3,11,8,2,3,2,2,12
56,蒂姆-邓肯,13-14,胜,雄鹿77-109马刺,1,24,75.00%,9,12,,0,0,100.00%,3,3,16,6,10,3,0,2,1,1,21
57,蒂姆-邓肯,13-14,胜,猛龙103-116马刺,1,24,54.50%,6,11,,0,0,40.00%,2,5,7,2,5,1,0,0,3,1,14
58,蒂姆-邓肯,13-14,负,步行者111-100马刺,1,26,30.00%,3,10,,0,0,100.00%,4,4,6,2,4,4,0,1,2,3,10
59,蒂姆-邓肯,13-14,胜,老鹰100-102马刺,1,35,66.70%,10,15,,0,0,75.00%,3,4,21,6,15,2,1,2,3,0,23
60,蒂姆-邓肯,13-14,负,火箭112-106马刺,1,33,61.50%,8,13,0.00%,0,1,80.00%,4,5,8,1,7,3,1,3,2,2,20
61,蒂姆-邓肯,13-14,胜,魔术91-109马刺,1,23,61.50%,8,13,,0,0,100.00%,3,3,9,3,6,2,1,1,2,2,19
62,蒂姆-邓肯,13-14,负,雷霆94-88马刺,1,29,35.70%,5,14,,0,0,50.00%,1,2,8,2,6,0,1,2,3,0,11
63,蒂姆-邓肯,13-14,胜,黄蜂93-112马刺,1,25,50.00%,4,8,,0,0,50.00%,2,4,5,1,4,3,1,3,3,0,10
64,蒂姆-邓肯,13-14,胜,骑士96-126马刺,1,16,66.70%,4,6,,0,0,50.00%,1,2,6,1,5,1,0,3,0,0,9
65,蒂姆-邓肯,13-14,胜,灰熊86-102马刺,1,32,37.50%,3,8,,0,0,66.70%,2,3,6,0,6,4,0,2,1,2,8
66,蒂姆-邓肯,13-14,胜,凯尔特93-104马刺,1,28,23.10%,3,13,,0,0,87.50%,7,8,9,1,8,3,0,0,0,2,13
67,蒂姆-邓肯,13-14,胜,爵士82-91马刺,1,34,43.80%,7,16,,0,0,0.00%,0,1,9,2,7,2,0,3,1,0,14
68,蒂姆-邓肯,13-14,胜,奇才79-92马刺,1,26,8.30%,1,12,,0,0,,0,0,8,0,8,3,0,2,2,0,2
69,蒂姆-邓肯,13-14,胜,尼克斯89-120马刺,1,24,25.00%,1,4,,0,0,81.80%,9,11,10,2,8,2,0,1,2,1,11
70,蒂姆-邓肯,13-14,胜,勇士74-76马刺,1,32,27.30%,3,11,,0,0,100.00%,2,2,4,1,3,5,1,2,3,2,8
71,蒂姆-邓肯,13-14,胜,太阳96-99马刺,1,28,58.30%,7,12,,0,0,75.00%,3,4,5,1,4,5,0,1,2,1,17
72,蒂姆-邓肯,13-14,胜,掘金94-102马刺,1,34,46.70%,7,15,,0,0,100.00%,3,3,8,2,6,8,0,4,4,4,17
73,蒂姆-邓肯,13-14,负,开拓者115-105马刺,1,31,52.20%,12,23,0.00%,0,1,,0,0,7,3,4,1,0,1,0,3,24
74,蒂姆-邓肯,13-14,胜,灰熊94-101马刺,1,17,16.70%,1,6,,0,0,33.30%,1,3,6,0,6,2,0,0,0,2,3
