id,球员,赛季,果,比赛,首发,时间,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1,保罗-加索尔,10-11,胜,国王108-116湖人,1,47,50.00%,8,16,,0,0,100.00%,2,2,13,1,12,6,1,1,1,5,18
2,保罗-加索尔,10-11,胜,马刺93-102湖人,1,41,58.30%,7,12,,0,0,75.00%,3,4,17,3,14,5,0,1,0,3,17
3,保罗-加索尔,10-11,负,雷霆120-106湖人,1,33,62.50%,10,16,,0,0,100.00%,6,6,4,1,3,1,0,0,1,3,26
4,保罗-加索尔,10-11,负,开拓者93-86湖人,1,33,36.40%,4,11,,0,0,,0,0,13,6,7,2,2,0,2,3,8
5,保罗-加索尔,10-11,负,勇士95-87湖人,1,27,63.60%,7,11,,0,0,50.00%,4,8,7,1,6,0,0,0,1,1,18
6,保罗-加索尔,10-11,负,爵士86-85湖人,1,32,50.00%,5,10,,0,0,81.80%,9,11,5,2,3,4,0,2,2,4,19
7,保罗-加索尔,10-11,负,掘金95-90湖人,1,32,70.00%,7,10,,0,0,66.70%,2,3,12,2,10,0,0,1,4,2,16
8,保罗-加索尔,10-11,胜,爵士85-96湖人,1,36,60.00%,6,10,,0,0,100.00%,4,4,9,2,7,2,1,2,3,3,16
9,保罗-加索尔,10-11,胜,小牛82-110湖人,1,30,50.00%,7,14,,0,0,85.70%,6,7,7,6,1,2,0,1,1,4,20
10,保罗-加索尔,10-11,胜,黄蜂84-102湖人,1,37,64.30%,9,14,,0,0,83.30%,5,6,16,4,12,1,0,4,2,1,23
11,保罗-加索尔,10-11,胜,快船104-112湖人,1,37,66.70%,10,15,,0,0,100.00%,6,6,8,3,5,3,1,0,0,5,26
12,保罗-加索尔,10-11,胜,太阳137-139湖人,1,52,36.00%,9,25,,0,0,100.00%,6,6,13,6,7,3,2,2,0,4,24
13,保罗-加索尔,10-11,胜,开拓者80-84湖人,1,45,40.00%,6,15,,0,0,66.70%,2,3,13,5,8,3,0,2,1,2,14
14,保罗-加索尔,10-11,胜,森林狼98-106湖人,1,33,70.60%,12,17,,0,0,100.00%,1,1,5,1,4,1,0,4,5,1,25
15,保罗-加索尔,10-11,胜,魔术84-97湖人,1,35,58.80%,10,17,,0,0,75.00%,3,4,5,1,4,5,0,0,0,2,23
16,保罗-加索尔,10-11,胜,小牛91-96湖人,1,35,42.90%,6,14,,0,0,66.70%,6,9,5,1,4,3,0,1,2,2,18
17,保罗-加索尔,10-11,负,热火94-88湖人,1,40,50.00%,8,16,0.00%,0,1,80.00%,4,5,5,2,3,1,1,1,1,1,20
18,保罗-加索尔,10-11,胜,老鹰87-101湖人,1,36,37.50%,6,16,,0,0,100.00%,2,2,11,5,6,5,2,0,2,2,14
19,保罗-加索尔,10-11,胜,马刺83-99湖人,1,36,58.30%,7,12,50.00%,1,2,100.00%,6,6,6,1,5,5,1,1,2,3,21
20,保罗-加索尔,10-11,胜,山猫84-92湖人,1,39,57.10%,8,14,,0,0,100.00%,4,4,10,4,6,4,0,2,0,4,20
21,保罗-加索尔,10-11,胜,森林狼79-90湖人,1,37,30.00%,3,10,,0,0,85.70%,6,7,17,5,12,1,0,0,1,3,12
22,保罗-加索尔,10-11,胜,雷霆87-90湖人,1,32,53.80%,7,13,,0,0,66.70%,4,6,11,5,6,0,0,0,1,3,18
23,保罗-加索尔,10-11,胜,快船95-108湖人,1,30,88.90%,8,9,,0,0,100.00%,6,6,5,1,4,4,0,2,1,1,22
24,保罗-加索尔,10-11,胜,开拓者101-106湖人,1,42,53.30%,8,15,,0,0,100.00%,2,2,14,2,12,5,0,1,4,6,18
25,保罗-加索尔,10-11,胜,老鹰80-104湖人,1,34,44.40%,4,9,,0,0,66.70%,6,9,10,0,10,4,1,2,2,0,14
26,保罗-加索尔,10-11,负,骑士104-99湖人,1,41,53.30%,8,15,,0,0,100.00%,14,14,20,10,10,3,0,0,2,3,30
27,保罗-加索尔,10-11,负,山猫109-89湖人,1,36,66.70%,6,9,,0,0,83.30%,5,6,10,1,9,5,2,0,1,4,17
28,保罗-加索尔,10-11,负,魔术89-75湖人,1,35,41.70%,5,12,,0,0,100.00%,1,1,4,0,4,3,0,1,1,4,11
29,保罗-加索尔,10-11,胜,尼克斯96-113湖人,1,32,56.30%,9,16,,0,0,100.00%,2,2,6,0,6,1,1,1,1,2,20
30,保罗-加索尔,10-11,胜,凯尔特86-92湖人,1,37,61.50%,8,13,,0,0,66.70%,4,6,10,1,9,4,0,1,0,4,20
31,保罗-加索尔,10-11,胜,灰熊84-93湖人,1,36,54.50%,6,11,,0,0,55.60%,5,9,9,2,7,2,0,2,0,2,17
32,保罗-加索尔,10-11,胜,黄蜂95-101湖人,1,36,76.50%,13,17,,0,0,88.90%,8,9,10,3,7,3,0,1,1,0,34
33,保罗-加索尔,10-11,负,马刺89-88湖人,1,35,80.00%,8,10,,0,0,75.00%,3,4,7,3,4,2,1,0,2,1,19
34,保罗-加索尔,10-11,胜,火箭106-114湖人,1,47,50.00%,10,20,,0,0,100.00%,6,6,16,6,10,0,0,4,2,2,26
35,保罗-加索尔,10-11,负,凯尔特109-96湖人,1,39,38.50%,5,13,,0,0,100.00%,2,2,7,4,3,1,1,1,2,3,12
36,保罗-加索尔,10-11,负,国王100-95湖人,1,38,36.40%,4,11,,0,0,50.00%,1,2,11,7,4,1,0,2,4,1,9
37,保罗-加索尔,10-11,胜,爵士91-120湖人,1,30,69.20%,9,13,,0,0,50.00%,2,4,7,2,5,5,1,1,2,1,20
38,保罗-加索尔,10-11,胜,掘金97-107湖人,1,34,57.10%,8,14,,0,0,75.00%,3,4,13,6,7,3,1,0,3,2,19
39,保罗-加索尔,10-11,负,小牛109-100湖人,1,37,68.80%,11,16,,0,0,100.00%,1,1,5,2,3,4,0,2,1,4,23
40,保罗-加索尔,10-11,胜,雷霆94-101湖人,1,41,42.10%,8,19,,0,0,100.00%,5,5,7,2,5,2,0,3,1,2,21
41,保罗-加索尔,10-11,负,快船99-92湖人,1,37,44.40%,4,9,,0,0,71.40%,5,7,8,1,7,1,0,2,2,6,13
42,保罗-加索尔,10-11,胜,篮网88-100湖人,1,33,40.00%,6,15,,0,0,100.00%,8,8,9,4,5,3,0,4,2,3,20
43,保罗-加索尔,10-11,胜,勇士110-115湖人,1,37,57.10%,8,14,,0,0,88.90%,8,9,11,7,4,3,0,0,1,1,24
44,保罗-加索尔,10-11,胜,骑士57-112湖人,1,31,50.00%,6,12,,0,0,100.00%,1,1,14,3,11,3,3,1,0,2,13
45,保罗-加索尔,10-11,胜,尼克斯87-109湖人,1,41,38.50%,5,13,,0,0,90.90%,10,11,14,5,9,4,2,4,4,1,20
46,保罗-加索尔,10-11,胜,黄蜂97-101湖人,1,34,75.00%,6,8,,0,0,75.00%,9,12,13,4,9,7,2,0,4,4,21
47,保罗-加索尔,10-11,胜,太阳95-99湖人,1,35,30.00%,3,10,,0,0,,0,0,9,2,7,6,2,2,1,1,6
48,保罗-加索尔,10-11,胜,活塞83-108湖人,1,35,63.60%,7,11,,0,0,100.00%,7,7,7,3,4,2,2,1,0,3,21
49,保罗-加索尔,10-11,负,灰熊104-85湖人,1,32,55.60%,5,9,,0,0,,0,0,8,1,7,0,0,2,5,2,10
50,保罗-加索尔,10-11,胜,76人98-102湖人,1,34,75.00%,9,12,,0,0,100.00%,2,2,8,5,3,1,2,2,1,1,20
51,保罗-加索尔,10-11,胜,黄蜂88-103湖人,1,35,60.00%,3,5,,0,0,83.30%,5,6,12,4,8,5,0,1,2,3,11
52,保罗-加索尔,10-11,负,马刺97-82湖人,1,34,37.50%,3,8,,0,0,100.00%,3,3,9,1,8,5,0,3,2,1,9
53,保罗-加索尔,10-11,负,热火96-80湖人,1,37,47.10%,8,17,,0,0,100.00%,1,1,8,3,5,3,0,0,1,3,17
54,保罗-加索尔,10-11,负,雄鹿98-79湖人,1,35,50.00%,6,12,,0,0,75.00%,3,4,11,7,4,2,0,0,2,4,15
55,保罗-加索尔,10-11,胜,猛龙110-120湖人,1,30,60.00%,9,15,,0,0,50.00%,1,2,8,2,6,4,1,0,3,4,19
56,保罗-加索尔,10-11,胜,76人81-93湖人,1,41,42.90%,6,14,,0,0,77.80%,7,9,13,6,7,3,0,2,4,1,19
57,保罗-加索尔,10-11,胜,步行者94-109湖人,1,36,58.80%,10,17,,0,0,66.70%,8,12,8,1,7,4,0,2,0,1,28
58,保罗-加索尔,10-11,胜,奇才89-103湖人,1,31,54.50%,6,11,,0,0,66.70%,4,6,9,5,4,7,1,0,3,2,16
59,保罗-加索尔,10-11,胜,篮网92-99湖人,1,42,31.60%,6,19,,0,0,60.00%,3,5,11,3,8,3,0,5,0,3,15
60,保罗-加索尔,10-11,负,公牛88-84湖人,1,45,60.00%,9,15,,0,0,75.00%,3,4,8,3,5,4,0,4,3,1,21
61,保罗-加索尔,10-11,胜,快船86-87湖人,1,40,30.80%,4,13,,0,0,100.00%,2,2,10,1,9,5,0,0,3,2,10
62,保罗-加索尔,10-11,胜,奇才108-115湖人,1,43,38.90%,7,18,,0,0,87.50%,7,8,14,9,5,8,1,5,2,2,21
63,保罗-加索尔,10-11,胜,国王80-113湖人,1,27,75.00%,6,8,,0,0,80.00%,4,5,5,1,4,5,0,3,1,1,16
64,保罗-加索尔,10-11,负,火箭109-99湖人,1,39,25.00%,2,8,,0,0,100.00%,4,4,9,4,5,3,0,1,1,2,8
65,保罗-加索尔,10-11,负,灰熊98-96湖人,1,45,38.50%,5,13,,0,0,100.00%,5,5,14,5,9,4,1,4,1,2,15
66,保罗-加索尔,10-11,负,步行者95-92湖人,1,46,33.30%,5,15,,0,0,100.00%,3,3,12,4,8,3,1,3,5,5,13
67,保罗-加索尔,10-11,负,爵士102-96湖人,1,45,64.30%,9,14,,0,0,60.00%,3,5,11,2,9,4,0,1,1,3,21
68,保罗-加索尔,10-11,胜,公牛91-98湖人,1,42,30.00%,3,10,,0,0,75.00%,6,8,11,4,7,4,2,5,3,5,12
69,保罗-加索尔,10-11,胜,勇士89-117湖人,1,30,100.00%,10,10,,0,0,100.00%,8,8,9,1,8,5,0,4,1,0,28
70,保罗-加索尔,10-11,胜,森林狼95-112湖人,1,38,46.20%,6,13,,0,0,100.00%,4,4,14,3,11,6,0,2,1,4,16
71,保罗-加索尔,10-11,胜,活塞90-103湖人,1,33,58.80%,10,17,,0,0,100.00%,5,5,12,2,10,1,1,1,1,1,25
72,保罗-加索尔,10-11,胜,雄鹿107-118湖人,1,44,53.80%,7,13,,0,0,57.10%,4,7,10,2,8,4,0,3,1,3,18
73,保罗-加索尔,10-11,负,太阳121-116湖人,1,41,70.60%,12,17,,0,0,66.70%,4,6,17,9,8,2,1,1,4,1,28
74,保罗-加索尔,10-11,负,掘金118-112湖人,1,44,35.30%,6,17,,0,0,83.30%,5,6,20,5,15,2,2,1,3,3,17
75,保罗-加索尔,10-11,胜,森林狼94-99湖人,1,38,61.50%,8,13,,0,0,100.00%,2,2,10,2,8,3,0,2,1,0,18
76,保罗-加索尔,10-11,胜,开拓者96-121湖人,1,33,69.20%,9,13,,0,0,100.00%,2,2,14,5,9,10,3,0,0,2,20
77,保罗-加索尔,10-11,胜,猛龙103-108湖人,1,44,54.50%,12,22,,0,0,100.00%,6,6,7,2,5,3,0,2,1,4,30
78,保罗-加索尔,10-11,胜,国王100-112湖人,1,44,46.70%,7,15,,0,0,80.00%,8,10,11,2,9,2,0,2,1,4,22
79,保罗-加索尔,10-11,胜,灰熊105-124湖人,1,29,56.30%,9,16,,0,0,100.00%,3,3,13,5,8,5,1,0,3,2,21
80,保罗-加索尔,10-11,胜,勇士83-107湖人,1,35,52.60%,10,19,,0,0,66.70%,6,9,13,5,8,4,0,2,2,2,26
81,保罗-加索尔,10-11,胜,太阳106-114湖人,1,40,58.80%,10,17,,0,0,50.00%,1,2,8,2,6,9,1,2,1,0,21
82,保罗-加索尔,10-11,胜,火箭110-112湖人,1,40,47.80%,11,23,,0,0,77.80%,7,9,11,4,7,2,0,2,3,5,29
