id,球员,赛季,果,比赛,首发,时间,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1,凯文-乐福,15-16,胜,老鹰94-109骑士,1,29,25.00%,2,8,40.00%,2,5,100.00%,4,4,14,1,13,1,2,0,1,2,10
2,凯文-乐福,15-16,负,公牛105-102骑士,1,36,35.30%,6,17,44.40%,4,9,80.00%,4,5,13,3,10,3,0,0,3,3,20
3,凯文-乐福,15-16,负,步行者123-109骑士,1,19,38.50%,5,13,60.00%,3,5,100.00%,10,10,5,0,5,0,0,0,1,3,23
4,凯文-乐福,15-16,胜,雄鹿80-109骑士,1,25,54.50%,6,11,50.00%,3,6,100.00%,2,2,9,0,9,3,0,0,2,1,17
5,凯文-乐福,15-16,胜,黄蜂103-112骑士,1,32,55.60%,10,18,62.50%,5,8,,0,0,9,2,7,4,0,1,3,4,25
6,凯文-乐福,15-16,胜,老鹰108-110骑士,1,34,45.50%,5,11,33.30%,3,9,50.00%,2,4,6,0,6,4,1,0,3,5,15
7,凯文-乐福,15-16,胜,篮网87-107骑士,1,25,60.00%,6,10,50.00%,4,8,75.00%,3,4,10,3,7,2,1,1,3,0,19
8,凯文-乐福,15-16,负,火箭106-100骑士,1,30,35.70%,5,14,33.30%,2,6,50.00%,1,2,11,1,10,0,0,0,1,3,13
9,凯文-乐福,15-16,胜,尼克斯93-107骑士,1,34,52.60%,10,19,44.40%,4,9,66.70%,4,6,12,3,9,2,0,0,0,1,28
10,凯文-乐福,15-16,负,篮网104-95骑士,1,33,35.70%,5,14,0.00%,0,5,50.00%,1,2,12,3,9,3,0,1,2,1,11
11,凯文-乐福,15-16,胜,雄鹿104-113骑士,1,31,57.10%,8,14,40.00%,4,10,80.00%,4,5,10,2,8,4,1,2,4,3,24
12,凯文-乐福,15-16,负,热火122-101骑士,1,16,42.90%,3,7,25.00%,1,4,,0,0,1,0,1,1,0,0,1,3,7
13,凯文-乐福,15-16,胜,魔术103-109骑士,1,23,50.00%,5,10,60.00%,3,5,50.00%,1,2,6,1,5,2,0,0,3,3,14
14,凯文-乐福,15-16,胜,小牛98-99骑士,1,34,42.10%,8,19,33.30%,2,6,83.30%,5,6,18,4,14,1,0,2,2,3,23
15,凯文-乐福,15-16,负,爵士94-85骑士,1,34,36.40%,4,11,28.60%,2,7,100.00%,2,2,9,1,8,2,0,0,3,2,12
16,凯文-乐福,15-16,胜,快船90-114骑士,1,25,45.50%,5,11,0.00%,0,4,50.00%,2,4,9,0,9,1,0,0,0,0,12
17,凯文-乐福,15-16,胜,国王111-120骑士,1,35,30.80%,4,13,25.00%,2,8,100.00%,7,7,10,1,9,3,2,1,4,3,17
18,凯文-乐福,15-16,负,灰熊106-103骑士,1,33,22.20%,2,9,0.00%,0,3,100.00%,10,10,11,4,7,3,0,1,4,0,14
19,凯文-乐福,15-16,胜,凯尔特103-120骑士,1,30,16.70%,1,6,0.00%,0,3,88.90%,8,9,4,1,3,3,1,0,1,1,10
20,凯文-乐福,15-16,胜,步行者96-100骑士,1,40,28.60%,4,14,20.00%,1,5,100.00%,4,4,8,1,7,6,0,1,1,3,13
21,凯文-乐福,15-16,负,奇才113-99骑士,1,24,36.40%,4,11,0.00%,0,1,100.00%,4,4,5,2,3,1,0,0,2,0,12
22,凯文-乐福,15-16,负,猛龙99-97骑士,1,35,33.30%,5,15,40.00%,2,5,80.00%,8,10,9,3,6,5,1,0,0,3,20
23,凯文-乐福,15-16,胜,黄蜂103-114骑士,1,26,36.40%,4,11,0.00%,0,3,,0,0,2,0,2,2,2,0,2,3,8
24,凯文-乐福,15-16,负,活塞96-88骑士,1,36,53.30%,8,15,42.90%,3,7,100.00%,5,5,7,0,7,3,0,0,2,2,24
25,凯文-乐福,15-16,胜,雷霆92-115骑士,1,38,50.00%,9,18,0.00%,0,4,91.70%,11,12,11,3,8,4,0,0,0,0,29
26,凯文-乐福,15-16,胜,公牛95-106骑士,1,30,50.00%,5,10,33.30%,2,6,75.00%,3,4,14,1,13,2,0,1,0,2,15
27,凯文-乐福,15-16,胜,湖人111-120骑士,1,20,22.20%,2,9,40.00%,2,5,100.00%,2,2,6,0,6,3,1,0,0,2,8
28,凯文-乐福,15-16,胜,国王100-120骑士,1,28,20.00%,2,10,33.30%,2,6,83.30%,5,6,6,1,5,2,0,0,2,2,11
29,凯文-乐福,15-16,负,凯尔特104-103骑士,1,22,40.00%,4,10,33.30%,2,6,,0,0,5,1,4,2,0,1,0,0,10
30,凯文-乐福,15-16,负,黄蜂106-97骑士,1,36,33.30%,4,12,28.60%,2,7,100.00%,2,2,12,1,11,1,2,2,1,1,12
31,凯文-乐福,15-16,胜,步行者106-111骑士,1,42,46.70%,7,15,40.00%,2,5,75.00%,3,4,8,0,8,2,2,2,2,4,19
32,凯文-乐福,15-16,胜,马刺103-117骑士,1,31,61.50%,8,13,50.00%,3,6,100.00%,2,2,11,3,8,3,0,1,1,2,21
33,凯文-乐福,15-16,胜,活塞106-114骑士,1,37,47.40%,9,19,71.40%,5,7,100.00%,6,6,6,0,6,3,0,0,0,3,29
