id,球员,赛季,果,比赛,首发,时间,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1,拉塞尔-威斯布鲁克,10-11,负,雄鹿110-106雷霆,1,21,77.80%,7,9,0.00%,0,1,100.00%,6,6,3,1,2,5,3,0,4,1,20
2,拉塞尔-威斯布鲁克,10-11,胜,国王112-120雷霆,1,37,54.50%,12,22,0.00%,0,2,85.70%,6,7,6,1,5,9,2,1,5,1,30
3,拉塞尔-威斯布鲁克,10-11,胜,湖人106-120雷霆,1,32,40.00%,8,20,60.00%,3,5,100.00%,7,7,6,1,5,7,2,0,3,2,26
4,拉塞尔-威斯布鲁克,10-11,胜,掘金89-104雷霆,1,32,46.70%,7,15,0.00%,0,1,75.00%,3,4,3,1,2,8,6,0,2,3,17
5,拉塞尔-威斯布鲁克,10-11,胜,快船108-112雷霆,1,38,45.50%,10,22,0.00%,0,1,100.00%,6,6,7,2,5,7,3,0,2,1,26
6,拉塞尔-威斯布鲁克,10-11,胜,掘金94-101雷霆,1,31,29.40%,5,17,0.00%,0,1,80.00%,8,10,1,0,1,6,1,1,3,3,18
7,拉塞尔-威斯布鲁克,10-11,负,快船98-92雷霆,1,32,8.30%,1,12,0.00%,0,1,70.00%,7,10,4,1,3,8,3,0,4,6,9
8,拉塞尔-威斯布鲁克,10-11,负,开拓者98-91雷霆,1,35,33.30%,5,15,0.00%,0,2,75.00%,6,8,9,4,5,6,0,0,1,5,16
9,拉塞尔-威斯布鲁克,10-11,胜,太阳98-116雷霆,1,32,66.70%,6,9,0.00%,0,1,80.00%,4,5,3,1,2,8,2,1,5,2,16
10,拉塞尔-威斯布鲁克,10-11,胜,勇士114-115雷霆,1,37,26.70%,4,15,,0,0,87.50%,7,8,8,1,7,9,1,0,6,5,15
11,拉塞尔-威斯布鲁克,10-11,胜,开拓者90-99雷霆,1,34,47.40%,9,19,80.00%,4,5,85.70%,6,7,7,2,5,7,2,0,5,5,28
12,拉塞尔-威斯布鲁克,10-11,胜,森林狼103-111雷霆,1,33,46.70%,7,15,0.00%,0,1,83.30%,5,6,2,1,1,8,5,0,4,3,19
13,拉塞尔-威斯布鲁克,10-11,胜,爵士94-106雷霆,1,36,64.70%,11,17,50.00%,1,2,88.90%,8,9,4,0,4,5,2,1,3,2,31
